subject_id,scenario_id,rep,configuration,engine_mode,diag_component,diag_category,gt_role,gt_category,top1_aligned,category_correct
s3-healthchecks,F3,r4,C3,rule-grounded,app-deployment,infrastructure,app,infrastructure,1,1
s3-healthchecks,F3,r4,C4,llm-b-freeform,Kubernetes Pod (postgres-migrate-5v4pt),infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r4,C4,llm-freeform,container registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r4,C4,llm-b-grounded,postgres-migrate-5v4pt Pod,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r4,C4,llm-grounded,Image Registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r4,C4,rule-grounded,app-deployment,infrastructure,app,infrastructure,1,1
s3-healthchecks,F3,r4,C5,llm-b-freeform,Docker image (s3-healthchecks-adapter:fp-f3-nonexistent),configuration,app,infrastructure,0,0
s3-healthchecks,F3,r4,C5,llm-freeform,container registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r4,C5,llm-b-grounded,Database migration job (postgres-migrate),configuration,app,infrastructure,0,0
s3-healthchecks,F3,r4,C5,llm-grounded,Image Registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r4,C5,rule-grounded,app-deployment,infrastructure,app,infrastructure,1,1
s3-healthchecks,F3,r5,C1,llm-b-freeform,PostgreSQL database pod,database,app,infrastructure,0,0
s3-healthchecks,F3,r5,C1,llm-freeform,PostgreSQL database,database,app,infrastructure,0,0
s3-healthchecks,F3,r5,C1,llm-b-grounded,PostgreSQL database,database,app,infrastructure,0,0
s3-healthchecks,F3,r5,C1,llm-grounded,PostgreSQL database,database,app,infrastructure,0,0
s3-healthchecks,F3,r5,C1,rule-grounded,unknown,unknown,app,infrastructure,0,0
s3-healthchecks,F3,r5,C2,llm-b-freeform,Docker image pull,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r5,C2,llm-freeform,container registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r5,C2,llm-b-grounded,Container Image Pull,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r5,C2,llm-grounded,container registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r5,C2,rule-grounded,app-deployment,infrastructure,app,infrastructure,1,1
s3-healthchecks,F3,r5,C3,llm-b-freeform,Docker image pull,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r5,C3,llm-freeform,container registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r5,C3,llm-b-grounded,Pod/postgres-migrate-tr7z9,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r5,C3,llm-grounded,Image Registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r5,C3,rule-grounded,app-deployment,infrastructure,app,infrastructure,1,1
s3-healthchecks,F3,r5,C4,llm-b-freeform,Container Registry Authentication,configuration,app,infrastructure,0,0
s3-healthchecks,F3,r5,C4,llm-freeform,Container Registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r5,C4,llm-b-grounded,Docker image,configuration,app,infrastructure,0,0
s3-healthchecks,F3,r5,C4,llm-grounded,Image Registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r5,C4,rule-grounded,app-deployment,infrastructure,app,infrastructure,1,1
s3-healthchecks,F3,r5,C5,llm-b-freeform,Container Registry Authentication,configuration,app,infrastructure,0,0
s3-healthchecks,F3,r5,C5,llm-freeform,Container Registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r5,C5,llm-b-grounded,Docker image pull,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r5,C5,llm-grounded,Image Registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r5,C5,rule-grounded,app-deployment,infrastructure,app,infrastructure,1,1
s3-healthchecks,F3,r6,C1,llm-b-freeform,PostgreSQL database pod,database,app,infrastructure,0,0
s3-healthchecks,F3,r6,C1,llm-freeform,PostgreSQL database,database,app,infrastructure,0,0
s3-healthchecks,F3,r6,C1,llm-b-grounded,PostgreSQL database,database,app,infrastructure,0,0
s3-healthchecks,F3,r6,C1,llm-grounded,database,database,app,infrastructure,0,0
s3-healthchecks,F3,r6,C1,rule-grounded,unknown,unknown,app,infrastructure,0,0
s3-healthchecks,F3,r6,C2,llm-b-freeform,Docker image (s3-healthchecks-adapter:fp-f3-nonexistent),infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r6,C2,llm-freeform,container registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r6,C2,llm-b-grounded,postgres-migrate-bqjt7 Pod,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r6,C2,llm-grounded,container registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r6,C2,rule-grounded,app-deployment,infrastructure,app,infrastructure,1,1
s3-healthchecks,F3,r6,C3,llm-b-freeform,Docker image pull,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r6,C3,llm-freeform,Container Registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r6,C3,llm-b-grounded,postgres-migrate-bqjt7 Pod,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r6,C3,llm-grounded,Container Registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r6,C3,rule-grounded,app-deployment,infrastructure,app,infrastructure,1,1
s3-healthchecks,F3,r6,C4,llm-b-freeform,Container Registry Authentication,configuration,app,infrastructure,0,0
s3-healthchecks,F3,r6,C4,llm-freeform,Container Registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r6,C4,llm-b-grounded,postgres-migrate-bqjt7 Pod,configuration,app,infrastructure,0,0
s3-healthchecks,F3,r6,C4,llm-grounded,Container Registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r6,C4,rule-grounded,app-deployment,infrastructure,app,infrastructure,1,1
s3-healthchecks,F3,r6,C5,llm-b-freeform,Kubernetes Pod (postgres-migrate-bqjt7),infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r6,C5,llm-freeform,Container Registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r6,C5,llm-b-grounded,Database Migration Job (postgres-migrate),infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r6,C5,llm-grounded,Container Registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r6,C5,rule-grounded,app-deployment,infrastructure,app,infrastructure,1,1
s3-healthchecks,F3,r7,C1,llm-b-freeform,PostgreSQL database pod,database,app,infrastructure,0,0
s3-healthchecks,F3,r7,C1,llm-freeform,PostgreSQL database,database,app,infrastructure,0,0
s3-healthchecks,F3,r7,C1,llm-b-grounded,PostgreSQL database pod,database,app,infrastructure,0,0
s3-healthchecks,F3,r7,C1,llm-grounded,PostgreSQL database,database,app,infrastructure,0,0
s3-healthchecks,F3,r7,C1,rule-grounded,unknown,unknown,app,infrastructure,0,0
s3-healthchecks,F3,r7,C2,llm-b-freeform,Docker image (s3-healthchecks-adapter:fp-f3-nonexistent),infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r7,C2,llm-freeform,Docker image registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r7,C2,llm-b-grounded,postgres-migrate-9cgnc pod,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r7,C2,llm-grounded,container image registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r7,C2,rule-grounded,app-deployment,infrastructure,app,infrastructure,1,1
s3-healthchecks,F3,r7,C3,llm-b-freeform,Container Image (s3-healthchecks-adapter),infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r7,C3,llm-freeform,container registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r7,C3,llm-b-grounded,postgres-migrate-9cgnc Pod,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r7,C3,llm-grounded,container registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r7,C3,rule-grounded,app-deployment,infrastructure,app,infrastructure,1,1
s3-healthchecks,F3,r7,C4,llm-b-freeform,Docker image (s3-healthchecks-adapter:fp-f3-nonexistent),configuration,app,infrastructure,0,0
s3-healthchecks,F3,r7,C4,llm-freeform,image registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r7,C4,llm-b-grounded,postgres-migrate-9cgnc Pod,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r7,C4,llm-grounded,image registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r7,C4,rule-grounded,app-deployment,infrastructure,app,infrastructure,1,1
s3-healthchecks,F3,r7,C5,llm-b-freeform,Docker image (s3-healthchecks-adapter:fp-f3-nonexistent),configuration,app,infrastructure,0,0
s3-healthchecks,F3,r7,C5,llm-freeform,Container Registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r7,C5,llm-b-grounded,postgres-migrate-9cgnc Pod,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r7,C5,llm-grounded,Container Registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r7,C5,rule-grounded,app-deployment,infrastructure,app,infrastructure,1,1
s3-healthchecks,F3,r8,C1,llm-b-freeform,PostgreSQL database pod,database,app,infrastructure,0,0
s3-healthchecks,F3,r8,C1,llm-freeform,PostgreSQL database,database,app,infrastructure,0,0
s3-healthchecks,F3,r8,C1,llm-b-grounded,PostgreSQL database pod,database,app,infrastructure,0,0
s3-healthchecks,F3,r8,C1,llm-grounded,PostgreSQL database,database,app,infrastructure,0,0
s3-healthchecks,F3,r8,C1,rule-grounded,unknown,unknown,app,infrastructure,0,0
s3-healthchecks,F3,r8,C2,llm-b-freeform,Docker image pull,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r8,C2,llm-freeform,container registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r8,C2,llm-b-grounded,Pod/postgres-migrate-rskrl,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r8,C2,llm-grounded,container image registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r8,C2,rule-grounded,app-deployment,infrastructure,app,infrastructure,1,1
s3-healthchecks,F3,r8,C3,llm-b-freeform,Container Image Pull,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r8,C3,llm-freeform,container registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r8,C3,llm-b-grounded,postgres-migrate-rskrl Pod,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r8,C3,llm-grounded,container image registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r8,C3,rule-grounded,app-deployment,infrastructure,app,infrastructure,1,1
s3-healthchecks,F3,r8,C4,llm-b-freeform,Container Image Pull,configuration,app,infrastructure,0,0
s3-healthchecks,F3,r8,C4,llm-freeform,Container Registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r8,C4,llm-b-grounded,Kubernetes Pod (postgres-migrate-rskrl),infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r8,C4,llm-grounded,image registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r8,C4,rule-grounded,app-deployment,infrastructure,app,infrastructure,1,1
s3-healthchecks,F3,r8,C5,llm-b-freeform,Container Image Pull,configuration,app,infrastructure,0,0
s3-healthchecks,F3,r8,C5,llm-freeform,Container Registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r8,C5,llm-b-grounded,Docker image pull,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r8,C5,llm-grounded,container registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r8,C5,rule-grounded,app-deployment,infrastructure,app,infrastructure,1,1
s3-healthchecks,F3,r9,C1,llm-b-freeform,PostgreSQL database pod,database,app,infrastructure,0,0
s3-healthchecks,F3,r9,C1,llm-freeform,PostgreSQL Database,database,app,infrastructure,0,0
s3-healthchecks,F3,r9,C1,llm-b-grounded,PostgreSQL database,database,app,infrastructure,0,0
s3-healthchecks,F3,r9,C1,llm-grounded,PostgreSQL database,database,app,infrastructure,0,0
s3-healthchecks,F3,r9,C1,rule-grounded,unknown,unknown,app,infrastructure,0,0
s3-healthchecks,F3,r9,C2,llm-b-freeform,Container Image Pull,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r9,C2,llm-freeform,container registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r9,C2,llm-b-grounded,Container Image Pull,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r9,C2,llm-grounded,image registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r9,C2,rule-grounded,app-deployment,infrastructure,app,infrastructure,1,1
s3-healthchecks,F3,r9,C3,llm-b-freeform,Container Image Pull,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r9,C3,llm-freeform,container registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r9,C3,llm-b-grounded,Container Image Pull,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r9,C3,llm-grounded,image registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r9,C3,rule-grounded,app-deployment,infrastructure,app,infrastructure,1,1
s3-healthchecks,F3,r9,C4,llm-b-freeform,Docker image pull,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r9,C4,llm-freeform,Container Registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r9,C4,llm-b-grounded,s3-healthchecks-adapter container image,configuration,app,infrastructure,0,0
s3-healthchecks,F3,r9,C4,llm-grounded,Image Registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r9,C4,rule-grounded,app-deployment,infrastructure,app,infrastructure,1,1
s3-healthchecks,F3,r9,C5,llm-b-freeform,Docker image pull,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r9,C5,llm-freeform,Container Registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r9,C5,llm-b-grounded,Docker image pull,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r9,C5,llm-grounded,Container Registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r9,C5,rule-grounded,app-deployment,infrastructure,app,infrastructure,1,1
s3-healthchecks,F4,r1,C1,llm-b-freeform,migration script,configuration,backend,application,0,0
s3-healthchecks,F4,r1,C1,llm-freeform,database,database,backend,application,0,0
s3-healthchecks,F4,r1,C1,llm-b-grounded,migration script,configuration,backend,application,0,0
s3-healthchecks,F4,r1,C1,llm-grounded,database,database,backend,application,0,0
s3-healthchecks,F4,r1,C1,rule-grounded,migration-job,database,backend,application,0,0
s3-healthchecks,F4,r1,C2,llm-b-freeform,migration script,application,backend,application,0,1
s3-healthchecks,F4,r1,C2,llm-freeform,migration,application,backend,application,0,1
s3-healthchecks,F4,r1,C2,llm-b-grounded,postgres-migrate job,configuration,backend,application,0,0
s3-healthchecks,F4,r1,C2,llm-grounded,migration job,application,backend,application,0,1
s3-healthchecks,F4,r1,C2,rule-grounded,migration-job,database,backend,application,0,0
s3-healthchecks,F4,r1,C3,llm-b-freeform,migration script,application,backend,application,0,1
s3-healthchecks,F4,r1,C3,llm-freeform,migration,application,backend,application,0,1
s3-healthchecks,F4,r1,C3,llm-b-grounded,migration script,application,backend,application,0,1
s3-healthchecks,F4,r1,C3,llm-grounded,migration job,application,backend,application,0,1
s3-healthchecks,F4,r1,C3,rule-grounded,migration-job,database,backend,application,0,0
s3-healthchecks,F4,r1,C4,llm-b-freeform,Database migration job (postgres-migrate),application,backend,application,0,1
s3-healthchecks,F4,r1,C4,llm-freeform,database migration,database,backend,application,0,0
s3-healthchecks,F4,r1,C4,llm-b-grounded,Database migration script,application,backend,application,0,1
s3-healthchecks,F4,r1,C4,llm-grounded,database migration,database,backend,application,0,0
s3-healthchecks,F4,r1,C4,rule-grounded,migration-job,database,backend,application,0,0
s3-healthchecks,F4,r1,C5,llm-b-freeform,Database migration job (postgres-migrate),application,backend,application,0,1
s3-healthchecks,F4,r1,C5,llm-freeform,database migration,application,backend,application,0,1
s3-healthchecks,F4,r1,C5,llm-b-grounded,Database migration script,application,backend,application,0,1
s3-healthchecks,F4,r1,C5,llm-grounded,database migration job,database,backend,application,0,0
s3-healthchecks,F4,r1,C5,rule-grounded,migration-job,database,backend,application,0,0
s3-healthchecks,F4,r10,C1,llm-b-freeform,migration script,configuration,backend,application,0,0
s3-healthchecks,F4,r10,C1,llm-freeform,database,database,backend,application,0,0
s3-healthchecks,F4,r10,C1,llm-b-grounded,migration script,configuration,backend,application,0,0
s3-healthchecks,F4,r10,C1,llm-grounded,database,database,backend,application,0,0
s3-healthchecks,F4,r10,C1,rule-grounded,migration-job,database,backend,application,0,0
s3-healthchecks,F4,r10,C2,llm-b-freeform,postgres-migrate job,infrastructure,backend,application,0,0
s3-healthchecks,F4,r10,C2,llm-freeform,migration,application,backend,application,0,1
s3-healthchecks,F4,r10,C2,llm-b-grounded,postgres-migrate job,infrastructure,backend,application,0,0
s3-healthchecks,F4,r10,C2,llm-grounded,database migration process,configuration,backend,application,0,0
s3-healthchecks,F4,r10,C2,rule-grounded,migration-job,database,backend,application,0,0
s3-healthchecks,F4,r10,C3,llm-b-freeform,postgres-migrate job,infrastructure,backend,application,0,0
s3-healthchecks,F4,r10,C3,llm-freeform,migration,application,backend,application,0,1
s3-healthchecks,F4,r10,C3,llm-b-grounded,postgres-migrate job,infrastructure,backend,application,0,0
s3-healthchecks,F4,r10,C3,llm-grounded,database,database,backend,application,0,0
s3-healthchecks,F4,r10,C3,rule-grounded,migration-job,database,backend,application,0,0
s3-healthchecks,F4,r10,C4,llm-b-freeform,postgres-migrate job,infrastructure,backend,application,0,0
s3-healthchecks,F4,r10,C4,llm-freeform,database migration,database,backend,application,0,0
s3-healthchecks,F4,r10,C4,llm-b-grounded,Database Migration Job,infrastructure,backend,application,0,0
s3-healthchecks,F4,r10,C4,llm-grounded,database,database,backend,application,0,0
s3-healthchecks,F4,r10,C4,rule-grounded,migration-job,database,backend,application,0,0
s3-healthchecks,F4,r10,C5,llm-b-freeform,postgres-migrate job,infrastructure,backend,application,0,0
s3-healthchecks,F4,r10,C5,llm-freeform,database migration,database,backend,application,0,0
s3-healthchecks,F4,r10,C5,llm-b-grounded,Database Migration Job,infrastructure,backend,application,0,0
s3-healthchecks,F4,r10,C5,llm-grounded,database migration job,application,backend,application,0,1
s3-healthchecks,F4,r10,C5,rule-grounded,migration-job,database,backend,application,0,0
s3-healthchecks,F4,r2,C1,llm-b-freeform,migration script,application,backend,application,0,1
s3-healthchecks,F4,r2,C1,llm-freeform,database,database,backend,application,0,0
s3-healthchecks,F4,r2,C1,llm-b-grounded,migration job and PostgreSQL database,application,backend,application,0,1
s3-healthchecks,F4,r2,C1,llm-grounded,database,database,backend,application,0,0
s3-healthchecks,F4,r2,C1,rule-grounded,migration-job,database,backend,application,0,0
s3-healthchecks,F4,r2,C2,llm-b-freeform,PostgreSQL database,database,backend,application,0,0
s3-healthchecks,F4,r2,C2,llm-freeform,database,database,backend,application,0,0
